,input,target
33,хозяин и гости пошли на псарный двор где более пяти сот гончих и борзых жили в довольстве и тепле прославляя щедрость кирила петровича на своем собачьем языке,S S S S S S C S S S S S S S S S S S C S S S S S S S P
34,тут же находился и лазарет для больных собак под присмотром штаб-лекаря тимошки и отделение где благородные суки ощенялись и кормили своих щенят,S S S S S S S C S S S C S C S S S S S S S P
35,кирила петрович гордился сим прекрасным заведением и никогда не упускал случая похвастаться оным перед своими гостями из коих каждый осмотривал его по крайней мере уже в двадцатый раз,S S S S S C S S S S S S S S S C S S S S S S S S S S S P
36,он расхаживал по псарне окруженный своими гостями и сопровождаемый тимошкой и главными псарями останавливался пред некоторыми канурами то расспрашивая о здоровии больных то делая замечания более или менее строгие и справедливые то подзывая к себе знакомых собак и ласково с ними разговаривая,S S S C S S S S S S S S C S S S C S S S S C S S S S S S S S C S S S S S S S S S S P
37,гости почитали обязанностию восхищаться псарнею кирила петровича,S S S S S S P
38,один дубровский молчал и хмурился,S S S S P
39,он был горячий охотник,S S S P
40,его состояние позволяло ему держать только двух гончих и одну свору борз ых он не мог удержаться от некоторой зависти при виде сего великолепного заведения,S S S S S S S S S S S S C S S S S S S S S S S S P
41,что же ты хмуришься брат спросил его кирила петрович или псарня моя тебе не нравится,S S S C C S S S C S S S S S Q
42,нет отвечал он сурово псарня чудная вряд людям вашим житье такое ж как вашим собакам,C S S C S C S S S S S C S S P
43,один из псарей обиделся,S S S P
44,мы на свое житье сказал он благодаря бога и барина не жалуемся а что правда то правда иному и дворянину не худо бы променять усадьбу на любую здешнюю канурку,S S S C S C S S S C S C S S C S C S S S S S S S S S S S P
45,ему было б и сытнее и теплее,S S S S S S P
46,кирила петрович громко засмеялся при дерзком замечании своего холопа а гости во след за ним захохотали хотя и чувствовали что шутка псаря могла отнестися и к ним,S S S S S S S S C S S S S S S C S S C S S S S S S S P
47,дубровский побледнел и не сказал ни слова,S C S S S S P
48,в сие время поднесли в лукошке кирилу петровичу новорожденных щенят он занялся ими выбрал себе двух прочих велел утопить,S S S S S S S S S C S S C S S C S S P
49,между тем андрей гаврилович скрылся и никто того не заметил,S S S S C S S S S P
50,возвратясь с гостями со псарного двора кирила петрович сел ужинать и тогда только не видя дубровского хватился о нем люди отвечали что андрей гаврилович уехал домой,S S S S S C S S S S S S S S S S S S S S C S S S S P
51,троекуров велел тотчас его догнать и воротить непременно,S S S S S S S P
52,от роду не выезжал он на охоту без дубровского опытного и тонкого ценителя псовых достоинств и безошибочного решителя всевозможных охотничьих споров,S S S S S S S S C S S S S S S S S S S S P
53,слуга поскакавший за ним воротился как еще сидели за столом и доложил своему господину что дескать андрей гаврилович не послушался и не хотел воротиться,C S S C C S S S S C S S S C S S S S S S S S S P
54,кирила петрович по обыкновению своему разгоряченный наливками осердился и вторично послал того же слугу сказать андрею гавриловичу что если он тотчас же не приедет ночевать в покровское то он троекуров с ним навеки рассорится,S C S S S S C S S S S S S S S S C S S S S S S S S S C S C C S S S P
55,слуга снова поскакал кирила петрович встал изо стола отпустил гостей и отправился спать,S S C S C S S C S S S S P
56,на другой день первый вопрос его был здесь ли андрей гаврилович,S S S S S S C S S S Q
57,вместо ответа ему подали письмо сложенное треугольником,S S S S C S P
58,кирила петрович приказал своему писарю читать его вслух и услышал следующее государь мой примилостивый я до тех пор не намерен ехать в покровское пока не вышлете вы мне псаря парамошку с повинною а будет моя воля наказать его или помиловать а я терпеть шутки от ваших холопьев не намерен да и от вас их не стерплю потому что я не шут а старинный дворянин,S S S S S S S C S S C S S C S S S S S S S S C S S S S S S S S C S S S S S S S C S S S S S S S S C S S S S S S C S S S S C S S P
59,за сим остаюсь покорным ко услугам андрей дубровский,S S S S S S S P
60,по нынешним понятиям об этикете письмо сие было бы весьма неприличным но оно рассердило кирила петровича не странным слогом и расположением но только своею сущностью как загремел троекуров вскочив с постели босой высылать к ему моих людей с повинной он волен их миловать наказывать да что он в самом деле задумал да знает ли он с кем связывается,S S S S S S S S S S C S S S S S S S S S C S S S C C S C S S S C S S S S S S C S S S C C S S S S S S C S S S S S S Q
61,вот я ж его,S S S P
62,наплачется он у меня узнает каково идти на троекурова,S S S C C S S S EX
63,кирила петрович оделся и выехал на охоту с обыкновенной своею пышностию но охота не удалась,S S C S S S C S S S C S S S P
64,во весь день видели одного только зайца и того протравили,S S S S S S C S S P
65,обед в поле под палаткою также не удался или по крайней мере был не по вкусу кирила петровича который прибил повара разбранил гостей и на возвратном пути со всею своей охотою нарочно поехал полями дубровского,S S S S S S S C S S S S S S S S S C S S C S S S S S S S S S S S S S P
66,прошло несколько дней и вражда между двумя соседами не унималась,S S C S S S S S S P
67,андрей гаврилович не возвращался в покровское кирила петрович без него скучал и досада его громко изливалась в самых оскорбительных выражениях которые благодаря усердию тамошних дворян доходили до дубровского исправленные и дополненные,S S S S S C S S S S C S S S S S S S S C S S S S C S S S S S P
68,новое обстоятельство уничтожило и последнюю надежду на примирение,S S S S S S S P
69,дубровский объезжал однажды малое свое владение приближаясь к березовой роще услышал он удары топора и через минуту треск повалившегося дерева,S S S S S C S S S C S S S C S S S S S P
70,он поспешил в рощу и наехал на покровских мужиков спокойно ворующих у него лес,S S S S S S S S C S S S S P
71,увидя его они бросились было бежать,S C S S S P
72,дубровский со своим кучером поймал из них двоих и привел их связанных к себе на двор,S S S S S S S S S S S S S S S P
73,три неприятельские лошади достались тут же в добычу победителю,S S S S S S S S P
74,дубровский был отменно сердит прежде сего никогда люди троекурова известные разбойники не осмеливались шалить в пределах его владений зная приятельскую связь его с их господином,S S S C S S S S C S C S S S S S S C S S S S S S P
75,дубровский видел что теперь пользовались они происшедшим разрывом и решился вопреки всем понятиям о праве войны проучить своих пленников прутьями коими запаслись они в его же роще а лошадей отдать в работу приписав к барскому скоту,S C S S S S S C S C S S S S S C S S S C S S S S S S C S S S S C S S S P
76,слух о сем происшествии в тот же день дошел до кирила петровича,S S S S S S S S S S S P
77,он вышел из себя и в первую минуту гнева хотел было со всеми своими дворовыми учинить нападение на кистеневку разорить ее до-тла и осадить самого помещика в его усадьбе,S S S S S S S S S S S S S S S S S S C S S C S S S S S S P
78,таковые подвиги были ему не в диковину,S S S S S S P
79,но мысли его вскоре приняли другое направление,S S S S S S P
80,расхаживая тяжелыми шагами взад и вперед по зале он взглянул нечаянно в окно и увидел у ворот остановившуюся тройку маленький человек в кожаном картузе и фризовой шинеле вышел из телеги и пошел во флигель к приказчику,S S S S S S S C S S S S S S S S S S C S S S S S S S S S S S S S S S S P
81,троекуров узнал заседателя шабашкина и велел его позвать,S S S C S S S P
82,через минуту шабашкин уже стоял перед кирилом петровичем отвешивая поклон за поклоном и с благоговением ожидая его приказаний,S S S S S S S C S S S C S S S S S P
83,здорово как бишь тебя зовут сказал ему троекуров зачем пожаловал,C S S S C S S C S Q
84,я ехал в город ваше превосходительство отвечал шабашкин и зашел к ивану демьянову узнать не будет ли какого приказания от вашего превосходительства,S S S C S C S C S S S S S C S S S S S S S P
85,очень кстати заехал как бишь тебя зовут мне до тебя нужда,S S C S S S C S S S P
86,выпей водки да выслушай,S C S P
87,таковой ласковый прием приятно изумил заседателя,S S S S S P
88,он отказался от водки и стал слушать кирила петровича со всевозможным вниманием,S S S S S S S S S S S P
89,у меня сосед есть сказал троекуров мелкопоместный грубиян я хочу взять у него имение как ты про то думаешь,S S S C S C S C S S S S S C S S S S Q
90,ваше превосходительство коли есть какие-нибудь документы или,S C S S S C P
91,врешь братец какие тебе документы,S C S S P
92,на то указы,S S P
93,в том-то и сила чтобы безо всякого права отнять имение,S S S C S S S S S P
94,постой однако ж,S S P
95,это имение принадлежало некогда нам было куплено у какого-то спицына и продано потом отцу дубровского,S S S S C S S S S C S S S S P
96,нельзя ли к этому придраться,S S S S P
97,мудрено ваше высокопревосходительство вероятно сия продажа совершена законным порядком,C S C S S S S S P
98,подумай братец поищи хорошенько,C C S P
99,если бы например ваше превосходительство могли каким ни есть образом достать от вашего соседа запись или купчую в силу которой владеет он своим имением то конечно,S C C S S S S S S S S S S S S S C S S S S S S C S P
100,понимаю да вот беда у него все бумаги сгорели во время пожара,C S S C S S S S S S S P
101,как ваше превосходительство бумаги его сгорели чего ж вам лучше в таком случае извольте действовать по законам и без всякого сомнения получите ваше совершенное удовольствие,C S C S S C S S S C S S S S S S C S S S S S S S P
102,ты думаешь,S Q
103,ну смотри же,C S P
104,я полагаюсь на твое усердие а в благодарности моей можешь быть уверен,S S S S C S S S S S S P
105,шабашкин поклонился почти до земли вышел вон с того же дни стал хлопотать по замышленному делу и благодаря его проворству ровно через две недели дубровский получил из города приглашение доставить немедленно надлежащие объяснения насчет его владения сельцом кистеневкою,S S S S C S C S S S S S S S S C S S S C S S S C S S S S S S S S S S S S S P
106,андрей гаврилович изумленный неожиданным запросом в тот же день написал в ответ довольно грубое отношение в коем объявлял он что сельцо кистеневка досталось ему по смерти покойного его родителя что он владеет им по праву наследства что троекурову до него дела никакого нет и что всякое постороннее притязание на сию его собственность есть ябеда и мошенничество,S C S S C S S S S S S S S S C S S S C S S S S S S S S S C S S S S S S C S S S S S S C S S S S S S S S S S S S P
107,письмо сие произвело весьма приятное впечатление в душе заседателя шабашкина,S S S S S S S S S P
108,он увидел во первых что дубровский мало знает толку в делах во вторых что человека столь горячего и неосмотрительного не трудно будет поставить в самое невыгодное положение,S C S C S S S S S S C S C S S S S S S S S S S S S S P
109,андрей гаврилович рассмотрев хладнокровно запросы заседателя увидел необходимость отвечать обстоятельнее,S C S S S C S S S P
110,он написал довольно дельную бумагу но впоследствии времени оказавшуюся недостаточной,S S S S C S S S S P
111,дело стало тянуться,S S P
112,уверенный в своей правоте андрей гаврилович мало о нем беспокоился не имел ни охоты ни возможности сыпать около себя деньги и хоть он бывало всегда первый трунил над продажной совестью чернильного племени но мысль соделаться жертвой ябеды не приходила ему в голову,S S S S S S S S S C S S S C S S S S S C S S C C S S S S S S S C S S S S S S S S S P
113,с своей стороны троекуров столь же мало заботился о выигрыше им затеянного дела шабашкин за него хлопотал действуя от его имени стращая и подкупая судей и толкуя вкрив и впрям всевозможные указы,S S S S S S S S S S S S C S S S C S S S C S S S S S S S S S S P
114,как бы то ни было 18 года февраля 9 дня дубровский получил через городовую полицию приглашение явиться к земскому судьи для выслушания решения оного по делу спорного имения между им поручиком дубровским и генерал-аншефом троекуровым и для подписки своего удовольствия или неудовольствия,S S S S C S C S S C S S S S S S S S S S S S S S S S S S S C S C S S C S S S S S S P
115,в тот же день дубровский отправился в город на дороге обогнал его троекуров,S S S S S S S C S S S S P
116,они гордо взглянули друг на друга и дубровский заметил злобную улыбку на лице своего противника,S S S S S C S S S S S S S S P
117,приехав в город андрей гаврилович остановился у знакомого купца ночевал у него и на другой день утром явился в присутствие уездного суда,S S S S S S S S C S S S S S S S S S S S S P
118,никто не обратил на него внимания,S S S S S P
119,вслед за ним приехал и кирила петрович,S S S S S S P
120,писаря встали и заложили перья за ухо,S S S S S S P
121,члены встретили его с изъявлениями глубокого подобострастия придвинули ему кресла из уважения к его чину летам и дородности он сел при открытых дверях андрей гаврилович стоя прислонился к стенке настала глубокая тишина и секретарь звонким голосом стал читать определение суда,S S S S S S C S S S S S S S C S S C S S S S C S S S S S C S S C S S S S S S S P
122,мы помещаем его вполне полагая что всякому приятно будет увидать один из способов коими на руси можем мы лишиться имения на владение коим имеем неоспоримое право,S S S C C S S S S S S S C S S S S S S C S S S S S P
123,18 года октября 27 дня уездный суд рассматривал дело о неправильном владении гвардии поручиком андреем гавриловым сыном дубровским имением принадлежащим генерал-аншефу кирилу петрову сыну троекурову состоящим губернии в сельце кистеневке мужеска пола душами да земли с лугами и угодьями десятин,S S S S S S S S S S S S S S S S S S C S S S S S C S S S S C S S C S S S S S S P
124,из коего дела видно означенный генерал-аншеф троекуров прошлого 18 года июня 9 дня взошел в сей суд с прошением в том что покойный его отец коллежский асессор и кавалер петр ефимов сын троекуров в 17м году августа 14 дня служивший в то время в наместническом правлении провинциальным секретарем купил из дворян у канцеляриста фадея егорова сына спицына имение состоящее округи в помянутом сельце кистеневке всего значущихся по 4-й ревизии мужеска пола душ со всем их крестьянским имуществом усадьбою с пашенною и непашенною землею лесами сенными покосы рыбными ловли по речке называемой кистеневке и со всеми принадлежащими к оному имению угодьями и господским деревянным домом и словом все без остатка что ему после отца его из дворян урядника егора терентьева сына спицына по наследству досталось и во владении его было не оставляя из людей ни единыя души а из земли ни единого четверика ценою за 2 500 р на что и купчая в тот же день в палате суда и расправы совершена и отец его тогда же августа в 26-й день земским судом введен был во владение и учинен за него отказ,S S S C S S S S S S S S S S S S S S S S C S S S S S S S S S S S S S S S S S C S S S S S S S S C S S S S S S S S S C S S S S S C S S S S S S S S S S S S C C S S S S C C S C S S S C S C S S S S S S S S S S S C S S S S C S S S S C S S S S S S S S S S S S S S C S S S S S S C S S S S S C S S S S C S S S S S S S S S S S S S C S S S S S S S S S S S S S S S S S S S P
125,а наконец 17 года сентября 6-го дня отец его волей божиею помер а между тем он проситель генерал-аншеф троекуров с 17 года почти с малолетства находился в военной службе и по большой части был в походах за границами почему он и не мог иметь сведения как о смерти отца его равно и об оставшемся после его имении,S S S S S S S S S S S C S S S S S S S S S S S S S S S S S S S S S S S S S C S S S S S S C S S S S C S S S S S S P
126,ныне же по выходе совсем из той службы в отставку и по возвращении в имения отца его состоящие и губерниях и уездах в разных селениях всего до 3 000 душ находит что из числа таковых имений вышеписанными душами с землею и со всеми угодьями владеет без всяких укреплений вышеписанный гвардии поручик андрей дубровский почему представляя при оном прошении ту подлинную купчию данную отцу его продавцом спицыным просит отобрав помянутое имение из неправильного владения дубровского отдать по принадлежности в полное его троекурова распоряжение,S S S S S S S S S S S S S S S S C S S C S C S S C S S S S C C S S S S S S S S S S S S S S S S S S S S S C C S S S S S S C S S S S C C S S S S S S C S S S S S C C P
127,а за несправедливое оного присвоение с коего он пользовался получаемыми доходами по учинении об оных надлежащего дознания положить с него дубровского следующее по законам взыскание и оным его троекурова удовлетворить,S S S S C S S S S S C S S S S S C S S C C S S S S S S C C P
128,по учинении ж земским судом по сему прошению исследований открылось что помянутый нынешний владелец спорного имения гвардии поручик дубровский дал на месте дворянскому заседателю объяснение что владеемое им ныне имение состоящее в означенном сельце кистеневке душ с землею и угодьями досталось ему по наследству после смерти отца его артиллерии подпоручика гаврила евграфова сына дубровского а ему дошедшее по покупке от отца сего просителя прежде бывшего провинциального секретаря а потом коллежского асессора троекурова по доверенности данной от него в 17 году августа 30 дня засвидетельствованной в уездном суде титулярному советнику григорью васильеву сына соболеву по которой должна быть от енего на имение сие отцу его купчая потому что во оной именно сказано что он троекуров все доставшееся ему по купчей от канцеляриста спицына имение душ с землею продал отцу его дубровского и следующие по договору деньги 3200 рублей все сполна с отца его без возврата получил и просил оного доверенного соболева выдать отцу его указную крепость,S S S S S S S S S C S S S S S S S S S S S S S S C S S S S C S S S S C S S S S C S S S S S S S C S S S S S C S S S S S S S S C S S S C S S S S C S C S S S S S S S S C S S S C S S S S S C S S S S S S S S S S S C S S S S S C S C C S S S S S S S S C S S C S S S C S S S S C S C S S S S S S S S S S S S S S S S S P
129,а между тем отцу его в той же доверенности по случаю заплаты всей суммы владеть тем покупным у него имением и распоряжаться впредь до совершения оной крепости как настоящему владельцу и ему продавцу троекурову впредь и никому в то имение уже не вступаться,S S S S S S S S S S S S S S S S S S S S S S S S S S C S S C S C S C S S S S S S S S P
130,но когда именно и в каком присутственном месте таковая купчая от поверенного соболева дана его отцу ему андрею дубровскому неизвестно ибо он в то время был в совершенном малолетстве и после смерти его отца таковой крепости отыскать не мог а полагает что не сгорела ли с прочими бумагами и имением во время бывшего в 17 году в доме их пожара о чем известно было и жителям того селения,S S S S S S S S S S S S S S S C C S C C S S S S S S S S C S S S S S S S S S C S C S S S S S S S S S S S S S S S S S S C S S S S S S S P
131,а что оным имением со дня продажи троекуровым или выдачи соболеву доверенности то есть с 17 года а по смерти отца его с 17 года и поныне они дубровские бесспорно владели в том свидетельствуется на окольных жителей которые всего 52 человека на опрос под присягою показали что действительно как они могут запомнить означенным спорным имением начали владеть помянутые гг дубровские назад сему лет с 70 без всякого от кого-либо спора но по какому именно акту или крепости им неизвестно,S S S S S S S S S S S C S S S S C S S S S S S S S S C C C S C S S S S S C C S S C S S S S C S C S S S C S S S S S S S S S S S S S S S S S C S S S S S S C S P
132,упомянутый же по сему делу прежний покупчик сего имения бывший провинциальный секретарь петр троекуров владел ли сим имением они не запомнят,S S S S S S S S C S S S S C S S S C S S P
133,дом же гг дубровских назад сему лет 30-ть от случившегося в их селении в ночное время пожара сгорел причем сторонние люди допускали что доходу означенное спорное имение может приносить полагая с того времени в сложности ежегодно не менее как до 2000 р напротив же сего генерал-аншеф кирила петров сын троекуров 3-го генваря сего года взошел в сей суд с прошением что хотя помянутый гвардии поручик андрей дубровский и представил при учиненном следствии к делу сему выданную покойным его отцом гаврилом дубровским титулярному советнику соболеву доверенность на запроданное ему имение но по оной не только подлинной купчей но даже и на совершение когда-либо оной никаких ясных доказательств по силе генерального регламента 19 главы и указа 1752 года ноября 29 дня не представил,S S S S S S S S S S S S S S S S S C S S S C S S S S S S C S S S S S C S S S S S S S S S S S S S S S S S S S S S S S S C S S S S S S S S S S S S S S S S S S S S S S S S S S S S C S S S S S S C S S S S S S S S S S S S S S S S S S S S S S S S P
134,следовательно самая доверенность ныне за смертию самого дателя оной отца его по указу 1818 года мая дня совершенно уничтожается,C S S C S S S S C S C S S S S S C S P
135,а сверх сего велено спорные имения отдавать во владения крепостные по крепостям а не крепостные по розыску,S S C S S S S S C S S C S S S S P
136,на каковое имение принадлежащее отцу его представлен уже от него в доказательство крепостной акт по которому и следует на основании означенных узаконений из неправильного владения помянутого дубровского отобрав отдать ему по праву наследства,S S C S S C S S S S S S S C S S S C S S S C S S S S S C S S S S P
137,а как означенные помещики имея во владении не принадлежащего им имения и без всякого укрепления и пользовались с оного неправильно и им не принадлежащими доходами то по исчислении сколько таковых будет причитаться по силе взыскать с помещика дубровского и его троекурова оными удовлетворить,S S S C S S S S S S S S S S C S S S S S S S S S C S S C S S S S S S S S S S S C C S P
138,по рассмотрении какового дела и учиненной из оного и из законов выписки в уездном суде определено как из дела сего видно что генерал-аншеф кирила петров сын троекуров на означенное спорное имение находящееся ныне во владении у гвардии поручика андрея гаврилова сына дубровского состоящее в сельце кистеневке по нынешней ревизии всего мужеска пола душ с землею и угодьями представил подлинную купчию на продажу оного покойному отцу его провинциальному секретарю который потом был коллежским асессором в 17 году из дворян канцеляристом фадеем спицыным и что сверх сего сей покупщик троекуров как из учиненной на той купчей надписи видно был в том же году земским судом введен во владение которое имение уже и за него отказано и хотя напротив сего со стороны гвардии поручика андрея дубровского и представлена доверенность данная тем умершим покупщиком троекуровым титулярному советнику соболеву для совершения купчей на имя отца его дубровского но по таковым сделкам не только утверждать крепостные недвижимые имения но даже и временно владеть по указу воспрещено к тому ж и самая доверенность смертию дателя оной совершенно уничтожается,S S S S S S S S S S S S S S S C S S S S C S S S S S S S S S C S S S S S S S S S S C S S S C S S S S S S C S S S C S S S S S S S S C S C S S S S C S S S S S S S C S S S S S C C S S S S S S S C S S S S S S S S S C S S S S S S C S S S S S S S S S S S S C S S S S S S S S S S S S S S C C S S S S S S S S S C S S S S S S S C S S S S S S S S S S P
